ID,상점명,플랫폼,프로필_URL,전화번호,상세주소,메신저_채널,구글맵_URL,상권명,활성여부,등록일시
117,Beauty Store Phnom Penh,FACEBOOK,https://www.facebook.com/BeautyStorePP,N/A,"Pin Location: Daun Penh, Phnom Penh, Cambodia",https://m.me/BeautyStorePP,https://www.google.com/maps/search/?api=1&query=Beauty%20Store%20Phnom%20Penh%2C%20Daun%20Penh%2C%20Phnom%20Penh%2C%20Cambodia,Daun Penh,1,2026-08-06 04:53:56
118,K-Beauty Wholesale Cambodia,FACEBOOK,https://www.facebook.com/KBeautyWholesaleCambodia,N/A,"Pin Location: Chamkar Mon, Phnom Penh, Cambodia",https://t.me/KBeautyWholesaleCambodia,https://www.google.com/maps/search/?api=1&query=K-Beauty%20Wholesale%20Cambodia%2C%20Chamkar%20Mon%2C%20Phnom%20Penh%2C%20Cambodia,Chamkar Mon,1,2026-08-06 04:53:56
119,Byglowglamcosmetic Beauty,FACEBOOK,https://www.facebook.com/byglowglamcosmetic,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/byglowglamcosmetic,https://www.google.com/maps/search/?api=1&query=Byglowglamcosmetic%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
120,Mistinecambodia Beauty,FACEBOOK,https://www.facebook.com/MistineCambodia,N/A,"16 ផ្លូវលេខ ២៩០, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Mistinecambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
121,Lorealcambodia Beauty,FACEBOOK,https://www.facebook.com/LOrealCambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/LOrealCambodia,https://www.google.com/maps/search/?api=1&query=Lorealcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
122,Darilaofficial Beauty,FACEBOOK,https://www.facebook.com/DarilaOfficial,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/DarilaOfficial,https://www.google.com/maps/search/?api=1&query=Darilaofficial%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
123,Weyoung Cambodia 61550118309445 Beauty,FACEBOOK,https://www.facebook.com/p/WeYoung-Cambodia-61550118309445,011 830 9445,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Weyoung%20Cambodia%2061550118309445%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
124,Pureraskincareofficial Beauty,FACEBOOK,https://www.facebook.com/PureraSkincareOfficial,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/PureraSkincareOfficial,https://www.google.com/maps/search/?api=1&query=Pureraskincareofficial%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
125,Dewbon By Melaska 100071894617370 Beauty,FACEBOOK,https://www.facebook.com/p/Dewbon-by-Melaska-100071894617370,071 894 6173,"67 ផ្លូវលេខ ៥៨៤, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Dewbon%20By%20Melaska%20100071894617370%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
126,Shade240 Beauty,FACEBOOK,https://www.facebook.com/shade240,N/A,"39 វិថី ព្រះអង្គផានុវង្ស (២៤០), ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Shade240%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
127,Sofitelphnompenhphokeethra Beauty,FACEBOOK,https://www.facebook.com/SofitelPhnomPenhPhokeethra,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/SofitelPhnomPenhPhokeethra,https://www.google.com/maps/search/?api=1&query=Sofitelphnompenhphokeethra%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
128,Barecambodia Beauty,FACEBOOK,https://www.facebook.com/barecambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/barecambodia,https://www.google.com/maps/search/?api=1&query=Barecambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
129,Medaofficialcambodia Beauty,FACEBOOK,https://www.facebook.com/medaofficialcambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/medaofficialcambodia,https://www.google.com/maps/search/?api=1&query=Medaofficialcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
130,Nham24H Beauty,FACEBOOK,https://www.facebook.com/nham24h,N/A,"No. 28 Street 63 Phnom Penh, 77 Preah Trasak Paem St. (63), Phnom Penh 12211",N/A,https://www.google.com/maps/search/?api=1&query=Nham24H%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
131,Nimolonlineshopping168 Beauty,FACEBOOK,https://www.facebook.com/nimolonlineshopping168,N/A,"Pin Location: Phnom Penh, Cambodia",https://t.me/nimolonlineshopping168,https://www.google.com/maps/search/?api=1&query=Nimolonlineshopping168%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
132,Kophersunscream Beauty,FACEBOOK,https://www.facebook.com/kophersunscream,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/kophersunscream,https://www.google.com/maps/search/?api=1&query=Kophersunscream%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
133,2In1Bbsunscreen Beauty,FACEBOOK,https://www.facebook.com/2in1BBsunscreen,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/2in1BBsunscreen,https://www.google.com/maps/search/?api=1&query=2In1Bbsunscreen%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
134,Pichy Body Sunscreen 61552103200030 Beauty,FACEBOOK,https://www.facebook.com/p/Pichy-Body-Sunscreen-61552103200030,03200030,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Pichy%20Body%20Sunscreen%2061552103200030%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
135,Meda0965319559 Beauty,FACEBOOK,https://www.facebook.com/Meda0965319559,096 531 9559,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Meda0965319559%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
136,Cyra3899 Beauty,FACEBOOK,https://www.facebook.com/cyra3899,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/cyra3899,https://www.google.com/maps/search/?api=1&query=Cyra3899%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
137,Phsavona Beauty,TIKTOK,https://www.tiktok.com/@phsavona,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Phsavona%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
138,Seavtheng__ Beauty,TIKTOK,https://www.tiktok.com/@seavtheng__,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Seavtheng__%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
139,Vwear Official Beauty,TIKTOK,https://www.tiktok.com/@vwear.official,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Vwear%20Official%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
140,Doctormantharathemclinic Beauty,TIKTOK,https://www.tiktok.com/@doctormantharathemclinic,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Doctormantharathemclinic%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
141,Pich_Vichka Beauty,TIKTOK,https://www.tiktok.com/@pich_vichka,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Pich_Vichka%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
142,Ponlork20 Beauty,TIKTOK,https://www.tiktok.com/@ponlork20,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Ponlork20%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
143,Winsou Cambodia Beauty,TIKTOK,https://www.tiktok.com/@winsou.cambodia,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Winsou%20Cambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
144,Glisten_Blossom Beauty,TIKTOK,https://www.tiktok.com/@glisten_blossom,N/A,"ផ្លូវលេខ ១០១១, ភ្នំពេញ 120801",N/A,https://www.google.com/maps/search/?api=1&query=Glisten_Blossom%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
145,Dailymart168 Beauty,TIKTOK,https://www.tiktok.com/@dailymart168,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Dailymart168%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
147,Henglinda_Officail Beauty,TIKTOK,https://www.tiktok.com/@henglinda_officail,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Henglinda_Officail%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
149,Sakurasaku_Cambodia Beauty,TIKTOK,https://www.tiktok.com/@sakurasaku_cambodia,N/A,"570 ផ្លូវលេខ ៣៣៥, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Sakurasaku_Cambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
150,Kven_________Koko Beauty,TIKTOK,https://www.tiktok.com/@kven_________koko,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Kven_________Koko%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
151,Tuotoagkkzj Beauty,TIKTOK,https://www.tiktok.com/@tuotoagkkzj,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Tuotoagkkzj%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
152, Vanilla53 Beauty,TIKTOK,https://www.tiktok.com/@.vanilla53,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=%20Vanilla53%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
153,Ryyy9999 Beauty,TIKTOK,https://www.tiktok.com/@ryyy9999,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Ryyy9999%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
154,Queendeals_02 Beauty,TIKTOK,https://www.tiktok.com/@queendeals_02,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Queendeals_02%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
155,Quelpalomo Beauty,TIKTOK,https://www.tiktok.com/@quelpalomo,N/A,"209, Ta Phon street, 12BT, Phnom Penh",N/A,https://www.google.com/maps/search/?api=1&query=Quelpalomo%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
156,Tonymoly Khm Beauty,FACEBOOK,https://www.facebook.com/tonymoly.khm,N/A,"#101 A4 ផ្លូវលេខ ៥១៦, ភ្នំពេញ",N/A,https://www.google.com/maps/search/?api=1&query=Tonymoly%20Khm%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
157,Korean Cometics Beauty,FACEBOOK,https://www.facebook.com/Korean.Cometics,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Korean.Cometics,https://www.google.com/maps/search/?api=1&query=Korean%20Cometics%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
158,Thesunpremium Beauty,FACEBOOK,https://www.facebook.com/Thesunpremium,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Thesunpremium,https://www.google.com/maps/search/?api=1&query=Thesunpremium%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
159,Nkmakeupbrand Beauty,FACEBOOK,https://www.facebook.com/nkmakeupbrand,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/nkmakeupbrand,https://www.google.com/maps/search/?api=1&query=Nkmakeupbrand%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
160,100057833972260 Beauty,FACEBOOK,https://www.facebook.com/100057833972260,057 833 9722,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=100057833972260%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
161,61569843305751 Beauty,FACEBOOK,https://www.facebook.com/61569843305751,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/61569843305751,https://www.google.com/maps/search/?api=1&query=61569843305751%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
163,Sunandmoonriverside Beauty,FACEBOOK,https://www.facebook.com/sunandmoonriverside,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/sunandmoonriverside,https://www.google.com/maps/search/?api=1&query=Sunandmoonriverside%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
164,Lightupcambodia Beauty,FACEBOOK,https://www.facebook.com/lightupcambodia,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/lightupcambodia,https://www.google.com/maps/search/?api=1&query=Lightupcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
165,Ecosuncambodia Beauty,FACEBOOK,https://facebook.com/EcoSunCambodia,N/A,"House No, Borey Piphop Thmey, St.19, 212A Chamkar Doung Street (217), Phnom Penh",N/A,https://www.google.com/maps/search/?api=1&query=Ecosuncambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
166,Sunlightcambodia Beauty,FACEBOOK,https://www.facebook.com/sunlightcambodia,N/A,"No. 255, Street 370, corner of Street 51, Phnom Penh 12000, 255 Rue Pasteur No. 51, Phnom Penh",N/A,https://www.google.com/maps/search/?api=1&query=Sunlightcambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
167,Welikesunshine Beauty,FACEBOOK,https://www.facebook.com/welikesunshine,N/A,"GWM4+HHG, Street 27BT, Phnom Penh",N/A,https://www.google.com/maps/search/?api=1&query=Welikesunshine%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
168,Sun Tv Cambodia 531591583711171 Beauty,FACEBOOK,https://www.facebook.com/Sun-TV-Cambodia-531591583711171,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Sun-TV-Cambodia-531591583711171,https://www.google.com/maps/search/?api=1&query=Sun%20Tv%20Cambodia%20531591583711171%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
170,Sunoptics Beauty,FACEBOOK,https://www.facebook.com/SUNoptics,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/SUNoptics,https://www.google.com/maps/search/?api=1&query=Sunoptics%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
171,Sundownsocialclub Beauty,FACEBOOK,https://www.facebook.com/sundownsocialclub,N/A,"#86, Street 440, Phnom Penh 12310",N/A,https://www.google.com/maps/search/?api=1&query=Sundownsocialclub%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
172,Suncity Kh Beauty,FACEBOOK,https://www.facebook.com/suncity.kh,N/A,"No. 255, Street 370, corner of Street 51, Phnom Penh 12000, 255 Rue Pasteur No. 51, Phnom Penh",N/A,https://www.google.com/maps/search/?api=1&query=Suncity%20Kh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
173,Sundowncentral Beauty,FACEBOOK,https://www.facebook.com/sundowncentral,N/A,"#86, Street 440, Phnom Penh 12310",N/A,https://www.google.com/maps/search/?api=1&query=Sundowncentral%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
176,Beebii467 Beauty,TIKTOK,https://www.tiktok.com/@beebii467,N/A,"សង្កាត់, បូរីសផ្ទះលេខ 8-9A, ផ្លូវ​ 371, ជិតស្តុបNOKIA, Phnom Penh 12000",N/A,https://www.google.com/maps/search/?api=1&query=Beebii467%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
177,Seungsocheata Beauty,TIKTOK,https://www.tiktok.com/@seungsocheata,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Seungsocheata%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
178,Solindaphoung Beauty,TIKTOK,https://www.tiktok.com/@solindaphoung,N/A,"649 តីរវិថី ​ព្រះស៊ីសុវត្ថិ, ភ្នំពេញ 12201",N/A,https://www.google.com/maps/search/?api=1&query=Solindaphoung%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
179,Serumuniquecarestore Beauty,FACEBOOK,https://www.facebook.com/serumuniquecarestore,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/serumuniquecarestore,https://www.google.com/maps/search/?api=1&query=Serumuniquecarestore%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
180,Prp Premium Serum1 Beauty,FACEBOOK,https://www.facebook.com/Prp.premium.Serum1,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Prp.premium.Serum1,https://www.google.com/maps/search/?api=1&query=Prp%20Premium%20Serum1%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
181,Cosmetella Rr Detox Serum Beauty,FACEBOOK,https://www.facebook.com/COSMETELLA.RR.Detox.Serum,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/COSMETELLA.RR.Detox.Serum,https://www.google.com/maps/search/?api=1&query=Cosmetella%20Rr%20Detox%20Serum%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
183,Magic Cream And Serum 100066310523809 Beauty,FACEBOOK,https://www.facebook.com/p/Magic-Cream-and-Serum-100066310523809,066 310 5238,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Magic%20Cream%20And%20Serum%20100066310523809%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
186,Skinuriofficialfb Beauty,FACEBOOK,https://www.facebook.com/skinuriofficialfb,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/skinuriofficialfb,https://www.google.com/maps/search/?api=1&query=Skinuriofficialfb%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
187,Regeserum Beauty,FACEBOOK,https://www.facebook.com/RegeSerum,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/RegeSerum,https://www.google.com/maps/search/?api=1&query=Regeserum%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
188,Serum 10000 ផ្សារអូឡាំពិច 100063658216579 Beauty,FACEBOOK,https://www.facebook.com/p/Serum-10000-ផ្សារអូឡាំពិច-100063658216579,063 658 2165,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Serum%2010000%20%E1%9E%95%E1%9F%92%E1%9E%9F%E1%9E%B6%E1%9E%9A%E1%9E%A2%E1%9E%BC%E1%9E%A1%E1%9E%B6%E1%9F%86%E1%9E%96%E1%9E%B7%E1%9E%85%20100063658216579%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
189,Sgbonline Beauty,FACEBOOK,https://www.facebook.com/sgbonline,N/A,"Pin Location: Phnom Penh, Cambodia",https://t.me/sgbonline,https://www.google.com/maps/search/?api=1&query=Sgbonline%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
190,Mattsbite7 Beauty,TIKTOK,https://www.tiktok.com/@mattsbite7,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Mattsbite7%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
191,Mashicambodia Beauty,TIKTOK,https://www.tiktok.com/@mashicambodia,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Mashicambodia%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
192,Jongsaartcambo Beauty,FACEBOOK,https://www.facebook.com/jongsaartcambo,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/jongsaartcambo,https://www.google.com/maps/search/?api=1&query=Jongsaartcambo%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
193,Angie21Cambodia2020 Beauty,FACEBOOK,https://www.facebook.com/Angie21Cambodia2020,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/Angie21Cambodia2020,https://www.google.com/maps/search/?api=1&query=Angie21Cambodia2020%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
194,Dr Em Cosmetic Cambodia By Jenny 103627911183210 Beauty,FACEBOOK,https://www.facebook.com/Dr-EM-Cosmetic-Cambodia-by-Jenny-103627911183210,036 279 1118,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Dr%20Em%20Cosmetic%20Cambodia%20By%20Jenny%20103627911183210%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
195,Nutritionsmoothcambodia1 Beauty,FACEBOOK,https://www.facebook.com/nutritionsmoothcambodia1,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/nutritionsmoothcambodia1,https://www.google.com/maps/search/?api=1&query=Nutritionsmoothcambodia1%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
196,Traditionalmedicine289 Beauty,FACEBOOK,https://www.facebook.com/traditionalmedicine289,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/traditionalmedicine289,https://www.google.com/maps/search/?api=1&query=Traditionalmedicine289%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
197,Nrtvitamin6868 Beauty,FACEBOOK,https://www.facebook.com/NRTVitamin6868,N/A,"Pin Location: Phnom Penh, Cambodia",https://m.me/NRTVitamin6868,https://www.google.com/maps/search/?api=1&query=Nrtvitamin6868%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,1,2026-08-06 05:26:06
198,Sugarbae__Kh Beauty,TIKTOK,https://www.tiktok.com/@sugarbae__kh,N/A,"Pin Location: Phnom Penh, Cambodia",N/A,https://www.google.com/maps/search/?api=1&query=Sugarbae__Kh%2C%20Phnom%20Penh%2C%20Cambodia,Phnom Penh,0,2026-08-06 05:26:06
